Total,Year,residence,region,wealth_q,eth_hoh,elderly_hoh,sex_hoh,mother_edu,bw_less_25,bw_equal_25,WMWEIGHT
Total,2000,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Higher,0,0,0.2989428398772079
Total,2000,Urban,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: YES,Female,Mother Edu: Secondary,0,0,0.2989428398772079
Total,2000,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: None/Primary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: None/Primary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Middle,Other/Missing,Elderly HoH: NO,Female,Mother Edu: None/Primary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Middle,Other/Missing,Elderly HoH: YES,Male,Mother Edu: None/Primary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poorest,Other/Missing,Elderly HoH: NO,Female,Mother Edu: None/Primary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: YES,Female,Mother Edu: None/Primary,0,0,0.2989428398772079
Total,2000,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.2989428398772079
Total,2000,Urban,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.2989428398772079
Total,2000,Rural,Central Highlands,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: YES,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: YES,Female,Mother Edu: None/Primary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,0.31852025901663467
Total,2000,Urban,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.2989428398772079
Total,2000,Urban,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.2989428398772079
Total,2000,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: None/Primary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poorest,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.31852025901663467
Total,2000,Rural,Central Highlands,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,0.31852025901663467
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: Secondary,0,0,1.2734079867243675
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: Secondary,0,0,1.2734079867243675
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: Secondary,0,0,1.2734079867243675
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.2734079867243675
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.2734079867243675
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.2734079867243675
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: Secondary,0,0,1.2734079867243675
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Female,Mother Edu: Higher,0,0,1.2734079867243675
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.2734079867243675
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: Secondary,0,0,1.2734079867243675
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.2734079867243675
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.2734079867243675
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: None/Primary,0,0,1.2734079867243675
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Mother Edu: Secondary,0,0,1.2734079867243675
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: Secondary,0,0,1.2734079867243675
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,1,0,1.2734079867243675
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: Secondary,0,0,1.2734079867243675
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,1.2734079867243675
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Mother Edu: None/Primary,0,0,1.2734079867243675
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.2734079867243675
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: Secondary,0,0,1.2734079867243675
Total,2000,Rural,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.2525982377515248
Total,2000,Rural,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.2525982377515248
Total,2000,Rural,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.2525982377515248
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.2734079867243675
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Mother Edu: Secondary,0,0,1.2734079867243675
Total,2000,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: YES,Female,Mother Edu: Secondary,0,0,1.2525982377515248
Total,2000,Rural,Southeast,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.2525982377515248
Total,2000,Rural,Southeast,Poor,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: None/Primary,0,0,1.2525982377515248
Total,2000,Rural,Southeast,Rich,Other/Missing,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,1.2525982377515248
Total,2000,Rural,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.2525982377515248
Total,2000,Rural,Southeast,Poor,"Tay, Thai, Muong, Nung",Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,1.2525982377515248
Total,2000,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,1.2525982377515248
Total,2000,Rural,Southeast,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,1.2525982377515248
Total,2000,Rural,Southeast,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.2525982377515248
Total,2000,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.2525982377515248
Total,2000,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: YES,Female,Mother Edu: Secondary,0,0,1.2525982377515248
Total,2000,Urban,Southeast,Rich,Kinh and Hoa,Elderly HoH: YES,Female,Mother Edu: None/Primary,0,0,1.2734079867243675
Total,2000,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: None/Primary,0,0,1.2525982377515248
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.2734079867243675
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.2734079867243675
Total,2000,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: None/Primary,0,0,1.2525982377515248
Total,2000,Rural,Southeast,Poor,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: None/Primary,0,0,1.2525982377515248
Total,2000,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.2525982377515248
Total,2000,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.2525982377515248
Total,2000,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,1.2525982377515248
Total,2000,Rural,Southeast,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,1.2525982377515248
Total,2000,Rural,Southeast,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,1,0,1.2525982377515248
Total,2000,Rural,Southeast,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,1.2525982377515248
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.2734079867243675
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.2734079867243675
Total,2000,Urban,Southeast,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: Secondary,0,0,1.2734079867243675
Total,2000,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,1.2525982377515248
Total,2000,Rural,Southeast,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,1,0,1.2525982377515248
Total,2000,Rural,Southeast,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.2525982377515248
Total,2000,Rural,Southeast,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,1,0,1.2525982377515248
Total,2000,Rural,Southeast,Poorest,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: None/Primary,0,0,1.2525982377515248
Total,2000,Rural,Mekong River Delta,Middle,Kinh and Hoa,Elderly HoH: YES,Male,Mother Edu: Secondary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,1,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Middle,Kinh and Hoa,Elderly HoH: YES,Male,Mother Edu: None/Primary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Poorest,Kinh and Hoa,Elderly HoH: YES,Female,Mother Edu: None/Primary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,1,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,1.6509296270191947
Total,2000,Urban,Mekong River Delta,Poor,Kinh and Hoa,Elderly HoH: YES,Female,Mother Edu: Secondary,0,1,0.9730737686680445
Total,2000,Urban,Mekong River Delta,Poor,Kinh and Hoa,Elderly HoH: YES,Male,Mother Edu: None/Primary,0,0,0.9730737686680445
Total,2000,Urban,Mekong River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: None/Primary,0,0,0.9730737686680445
Total,2000,Rural,Mekong River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Poorest,Kinh and Hoa,Elderly HoH: YES,Female,Mother Edu: None/Primary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Poorest,Kinh and Hoa,Elderly HoH: YES,Female,Mother Edu: None/Primary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: Secondary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.6509296270191947
Total,2000,Urban,Mekong River Delta,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Mother Edu: Secondary,0,0,0.9730737686680445
Total,2000,Rural,Mekong River Delta,Poor,Kinh and Hoa,Elderly HoH: YES,Female,Mother Edu: None/Primary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: None/Primary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Middle,Kinh and Hoa,Elderly HoH: YES,Female,Mother Edu: Secondary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Middle,Kinh and Hoa,Elderly HoH: YES,Male,Mother Edu: Secondary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: None/Primary,1,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: Secondary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Middle,Kinh and Hoa,Elderly HoH: YES,Male,Mother Edu: Secondary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Poorest,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: None/Primary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: Secondary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Middle,Kinh and Hoa,Elderly HoH: YES,Female,Mother Edu: Secondary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Poor,Kinh and Hoa,Elderly HoH: YES,Female,Mother Edu: Secondary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Higher,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,1,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Poor,Kinh and Hoa,Elderly HoH: YES,Male,Mother Edu: None/Primary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: None/Primary,0,0,1.6509296270191947
Total,2000,Urban,Mekong River Delta,Poorest,Kinh and Hoa,Elderly HoH: YES,Female,Mother Edu: None/Primary,0,0,0.9730737686680445
Total,2000,Urban,Mekong River Delta,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,0.9730737686680445
Total,2000,Urban,Mekong River Delta,Middle,Kinh and Hoa,Elderly HoH: YES,Male,Mother Edu: Secondary,0,0,0.9730737686680445
Total,2000,Urban,Mekong River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.9730737686680445
Total,2000,Urban,Mekong River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.9730737686680445
Total,2000,Urban,Mekong River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,0.9730737686680445
Total,2000,Rural,Mekong River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,1,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: Secondary,1,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,1.6509296270191947
Total,2000,Urban,Mekong River Delta,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: Secondary,0,0,0.9730737686680445
Total,2000,Urban,Mekong River Delta,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,0.9730737686680445
Total,2000,Urban,Mekong River Delta,Richest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,0,0.9730737686680445
Total,2000,Rural,Mekong River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: Secondary,0,1,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Rich,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: Secondary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Poor,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,1,0,1.6509296270191947
Total,2000,Urban,Mekong River Delta,Richest,Kinh and Hoa,Elderly HoH: YES,Male,Mother Edu: Higher,0,0,0.9730737686680445
Total,2000,Rural,Mekong River Delta,Poorest,Other/Missing,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Poorest,Other/Missing,Elderly HoH: YES,Female,Mother Edu: Secondary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Poorest,Other/Missing,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Poor,Kinh and Hoa,Elderly HoH: YES,Male,Mother Edu: None/Primary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Poorest,Kinh and Hoa,Elderly HoH: YES,Female,Mother Edu: None/Primary,0,0,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,1,1.6509296270191947
Total,2000,Rural,Mekong River Delta,Middle,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: None/Primary,0,0,1.6509296270191947
Total,2000,Urban,Mekong River Delta,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: Higher,0,0,0.9730737686680445
Total,2000,Urban,Mekong River Delta,Richest,Kinh and Hoa,Elderly HoH: YES,Female,Mother Edu: Secondary,0,0,0.9730737686680445
Total,2000,Urban,Mekong River Delta,Richest,Kinh and Hoa,Elderly HoH: NO,Female,Mother Edu: None/Primary,0,0,0.9730737686680445
Total,2000,Rural,Mekong River Delta,Poorest,Kinh and Hoa,Elderly HoH: NO,Male,Mother Edu: Secondary,0,1,1.6509296270191947
